first,last,meet_name,meet_date,event,result,wind,feet
Anthony,Buford,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",LJ,7.20m,,"23' 7.5"""
Anthony,Buford,Panther Tune-up,"Feb 22, 2025",400,DNS,,
Anthony,Buford,Panther Tune-up,"Feb 22, 2025",LJ,7.04m,,"23' 1.25"""
Anthony,Buford,GVSU Big Meet- Friday,"Feb 14, 2025",200,23.13,,
Anthony,Buford,GVSU Big Meet- Friday,"Feb 14, 2025",400,50.06,,
Anthony,Buford,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",400,50.65,,
Anthony,Buford,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",LJ,7.05m,,"23' 1.75"""
Anthony,Buford,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",400,49.99,,
Anthony,Buford,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",LJ,7.15m,(+0.0),"23' 5.5"""
Anthony,Buford,John Tierney Classic,"Jan 25, 2025",LJ,7.01m,,"23' 0"""
Noah,Gilbertsen,Joyce Morton-Kief Invite,"Mar 27-28, 2026",PV,NH,,NH
Noah,Gilbertsen,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",PV,NH,,NH
Noah,Gilbertsen,Panther Tune-up,"Feb 21, 2026",PV,NH,,NH
Noah,Gilbertsen,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  7, 2026",PV,4.40m,,"14' 5.25"""
Noah,Gilbertsen,Larry Wieczorek Invitational,"Jan 23-24, 2026",PV,4.25m,,"13' 11.25"""
Noah,Gilbertsen,Tierney Classic,"Jan 18, 2026",PV,4.30m,,"14' 1.25"""
Noah,Gilbertsen,Minnesota Open,"Jan 10, 2026",PV,NH,,NH
Noah,Gilbertsen,Horizon League Championship,"May  9-11, 2025",PV,NH,,
Noah,Gilbertsen,Badger Challenge,"May  2, 2025",PV,NH,,NH
Noah,Gilbertsen,UW-Whitewater Drake Alternative,"Apr 24, 2025",PV,4.32m,,"14' 2"""
Noah,Gilbertsen,Gibson Invitational,"Apr 17-19, 2025",PV,4.30m,,"14' 1.25"""
Noah,Gilbertsen,Marquette Invitational,"Apr 10-11, 2025",PV,4.28m,,"14' 0.5"""
Noah,Gilbertsen,Ashton May Invitational,"Apr  5, 2025",PV,4.31m,,"14' 1.75"""
Noah,Gilbertsen,Redbird Challenge,"Mar 28-29, 2025",PV,4.17m,,"13' 8.25"""
Noah,Gilbertsen,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",PV,4.40m,,"14' 5.25"""
Noah,Gilbertsen,Panther Tune-up,"Feb 22, 2025",PV,4.55m,,"14' 11"""
Noah,Gilbertsen,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",PV,NH,,NH
Noah,Gilbertsen,Meyo Invitational (2025 Notre Dame Indoor Track & Field),"Jan 31-Feb  1, 2025",PV,NH,,
Noah,Gilbertsen,John Tierney Classic,"Jan 25, 2025",PV,4.40m,,"14' 5.25"""
Nick,O'Halloran,Tierney Classic,"Jan 18, 2026",SP,10.89m,,"35' 8.75"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",Dec,4151,,
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",1500,6:15.39,,
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",JT,30.23m,,"99' 2"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",PV,3.40m,,"11' 1.75"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",DT,29.78m,,"97' 8"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",110H,20.24,(0.9),
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",400,58.99,,
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",HJ,1.55m,,"5' 1"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",SP,10.38m,,"34' 0.75"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",LJ,5.14m,(2.2),"16' 10.5"""
Nick,O'Halloran,Horizon League Championship,"May  9-11, 2025",100,12.23,(1.6),
Nick,O'Halloran,Badger Challenge,"May  2, 2025",SP,11.36m,,"37' 3.25"""
Nick,O'Halloran,Badger Challenge,"May  2, 2025",DT,34.59m,,"113' 6"""
Nick,O'Halloran,Badger Challenge,"May  2, 2025",JT,26.81m,,"87' 11"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",Dec,4054,,
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",100,12.16,(2.3),
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",LJ,4.97m,(3.5),"16' 3.75"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",SP,10.92m,,"35' 10"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",HJ,1.43m,,"4' 8.25"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",400,59.40,,
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",110H,20.06,(5.1),
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",DT,31.62m,,"103' 9"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",PV,3.55m,,"11' 7.75"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",JT,27.60m,,"90' 7"""
Nick,O'Halloran,Gibson Invitational,"Apr 17-19, 2025",1500,6:34.14,,
Nick,O'Halloran,Marquette Invitational,"Apr 10-11, 2025",100,12.21,(1.7),
Nick,O'Halloran,Marquette Invitational,"Apr 10-11, 2025",110H,20.67,(2.2),
Nick,O'Halloran,Marquette Invitational,"Apr 10-11, 2025",LJ,5.17m,(-0.2),"16' 11.5"""
Nick,O'Halloran,Marquette Invitational,"Apr 10-11, 2025",SP,10.29m,,"33' 9.25"""
Nick,O'Halloran,Ashton May Invitational,"Apr  5, 2025",HJ,NH,,NH
Nick,O'Halloran,Ashton May Invitational,"Apr  5, 2025",PV,NH,,NH
Nick,O'Halloran,Ashton May Invitational,"Apr  5, 2025",JT,28.79m,,"94' 5"""
Nick,O'Halloran,Redbird Challenge,"Mar 28-29, 2025",LJ,5.09m,(5.7),"16' 8.5"""
Nick,O'Halloran,Redbird Challenge,"Mar 28-29, 2025",SP,10.61m,,"34' 9.75"""
Nick,O'Halloran,Redbird Challenge,"Mar 28-29, 2025",DT,31.34m,,"102' 10"""
Nick,O'Halloran,Redbird Challenge,"Mar 28-29, 2025",JT,DNS,,NM
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",Hep,2637,,
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60,7.84,,
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",LJ,5.21m,,"17' 1.25"""
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",SP,10.82m,,"35' 6"""
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",HJ,1.52m,,"4' 11.75"""
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60H,DQ,,
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",PV,3.10m,,"10' 2"""
Nick,O'Halloran,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",1000,3:45.75,,
Nick,O'Halloran,Panther Tune-up,"Feb 22, 2025",60H,11.65,,
Nick,O'Halloran,Panther Tune-up,"Feb 22, 2025",HJ,1.53m,,"5' 0.25"""
Nick,O'Halloran,Panther Tune-up,"Feb 22, 2025",PV,3.20m,,"10' 6"""
Nick,O'Halloran,Panther Tune-up,"Feb 22, 2025",SP,11.43m,,"37' 6"""
Nick,O'Halloran,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",LJ,5.14m,,"16' 10.5"""
Nick,O'Halloran,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",SP,10.99m,,"36' 0.75"""
Nick,O'Halloran,John Tierney Classic,"Jan 25, 2025",PV,NH,,NH
Nick,O'Halloran,John Tierney Classic,"Jan 25, 2025",SP,10.42m,,"34' 2.25"""
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",Hep,2844,,
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",1000,3:54.26,,
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",PV,3.10m,,"10' 2"""
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",60H,11.38,,
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",HJ,1.48m,,"4' 10.25"""
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",SP,11.20m,,"36' 9"""
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",LJ,5.12m,,"16' 9.75"""
Nick,O'Halloran,Mastodon Invitational 2025,"Jan 17-18, 2025",60,7.92,,
Nick,O'Halloran,Badgers Midwest Invite,"Jan 11, 2025",LJ,5.18m,,"17' 0"""
Nick,O'Halloran,Badgers Midwest Invite,"Jan 11, 2025",SP,9.95m,,"32' 7.75"""
Kieran,Schindler,GVSU Big Meet-Friday,"Feb 13, 2026",400,51.91,,
Kieran,Schindler,Larry Wieczorek Invitational,"Jan 23-24, 2026",200,23.73,,
Kieran,Schindler,Larry Wieczorek Invitational,"Jan 23-24, 2026",400,DNS,,
Kieran,Schindler,Tierney Classic,"Jan 18, 2026",200,23.33,,
Kieran,Schindler,Tierney Classic,"Jan 18, 2026",4x400,3:28.52,,
Kieran,Schindler,Minnesota Open,"Jan 10, 2026",200,DNS,,
Kieran,Schindler,Horizon League Championship,"May  9-11, 2025",400,51.09,,
Kieran,Schindler,Horizon League Championship,"May  9-11, 2025",4x400,3:23.73,,
Kieran,Schindler,Badger Challenge,"May  2, 2025",200,23.00,(0.6),
Kieran,Schindler,Badger Challenge,"May  2, 2025",400,50.93,,
Kieran,Schindler,Fighting Illini Twilight,"Apr 26, 2025",400,51.93,,
Kieran,Schindler,Gibson Invitational,"Apr 17-19, 2025",400,50.82,,
Kieran,Schindler,Gibson Invitational,"Apr 17-19, 2025",4x400,3:26.23,,
Kieran,Schindler,Marquette Invitational,"Apr 10-11, 2025",400,50.19,,
Kieran,Schindler,Marquette Invitational,"Apr 10-11, 2025",4x400,3:33.34,,
Kieran,Schindler,Redbird Challenge,"Mar 28-29, 2025",200,DNS,,
Kieran,Schindler,Redbird Challenge,"Mar 28-29, 2025",400,DNS,,
Kieran,Schindler,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",400,52.10,,
Kieran,Schindler,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",4x400,3:27.50,,
Kieran,Schindler,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",DMR,10:21.17,,
Kieran,Schindler,Panther Tune-up,"Feb 22, 2025",200,DNS,,
Kieran,Schindler,Panther Tune-up,"Feb 22, 2025",400,51.98,,
Kieran,Schindler,GVSU Big Meet- Friday,"Feb 14, 2025",200,23.09,,
Kieran,Schindler,GVSU Big Meet- Friday,"Feb 14, 2025",400,50.89,,
Kieran,Schindler,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",200,22.90,,
Kieran,Schindler,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",400,51.41,,
Kieran,Schindler,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",4x400,3:30.58,,
Kieran,Schindler,John Tierney Classic,"Jan 25, 2025",200,DNS,,
Kieran,Schindler,John Tierney Classic,"Jan 25, 2025",400,52.84,,
Kieran,Schindler,John Tierney Classic,"Jan 25, 2025",4x400,DNF,,
Kieran,Schindler,Badgers Midwest Invite,"Jan 11, 2025",300,36.42,,
Ethan,Criter,Joyce Morton-Kief Invite,"Mar 27-28, 2026",400H,DNS,,
Ethan,Criter,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",60H,8.57,,
Ethan,Criter,Panther Tune-up,"Feb 21, 2026",60H,8.59,,
Ethan,Criter,Panther Tune-up,"Feb 21, 2026",60H,8.83,,
Ethan,Criter,GVSU Big Meet-Friday,"Feb 13, 2026",200,23.66,,
Ethan,Criter,GVSU Big Meet-Friday,"Feb 13, 2026",60H,8.89,,
Ethan,Criter,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",400,52.49,,
Ethan,Criter,2026 Meyo Invitational (Notre Dame Indoor T&F),"Jan 30-31, 2026",60H,9.12,,
Ethan,Criter,Larry Wieczorek Invitational,"Jan 23-24, 2026",200,23.63,,
Ethan,Criter,Larry Wieczorek Invitational,"Jan 23-24, 2026",60H,8.68,,
Ethan,Criter,Tierney Classic,"Jan 18, 2026",60,7.33,,
Ethan,Criter,Tierney Classic,"Jan 18, 2026",60,7.25,,
Ethan,Criter,Tierney Classic,"Jan 18, 2026",60H,8.67,,
Ethan,Criter,Minnesota Open,"Jan 10, 2026",400,54.17,,
Ethan,Criter,Minnesota Open,"Jan 10, 2026",60H,DNS,,
Ethan,Criter,2025 Blue Demon Holiday Invite,"Dec 12, 2025",60H,8.71,,
Ethan,Criter,Horizon League Championship,"May  9-11, 2025",400H,DNF,,
Ethan,Criter,Badger Challenge,"May  2, 2025",110H,16.44,(-0.2),
Ethan,Criter,Fighting Illini Twilight,"Apr 26, 2025",400H,57.87,,
Ethan,Criter,Gibson Invitational,"Apr 17-19, 2025",400H,59.03,,
Ethan,Criter,Marquette Invitational,"Apr 10-11, 2025",400H,57.37,,
Ethan,Criter,Marquette Invitational,"Apr 10-11, 2025",4x400,3:33.34,,
Ethan,Criter,Redbird Challenge,"Mar 28-29, 2025",110H,DNS,,
Ethan,Criter,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60H,9.05,,
Ethan,Criter,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60H,8.79,,
Ethan,Criter,Panther Tune-up,"Feb 22, 2025",60H,8.98,,
Ethan,Criter,Panther Tune-up,"Feb 22, 2025",60H,8.87,,
Ethan,Criter,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",200,24.21,,
Ethan,Criter,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",60H,8.81,,
Ethan,Criter,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",4x400,3:30.58,,
Ethan,Criter,John Tierney Classic,"Jan 25, 2025",400,DNS,,
Ethan,Criter,John Tierney Classic,"Jan 25, 2025",60H,9.09,,
Ethan,Criter,John Tierney Classic,"Jan 25, 2025",60H,8.96,,
Ethan,Criter,John Tierney Classic,"Jan 25, 2025",4x400,DNF,,
Ethan,Criter,Badgers Midwest Invite,"Jan 11, 2025",300,37.52,,
Ethan,Criter,Badgers Midwest Invite,"Jan 11, 2025",60H,8.88,,
Ethan,Criter,2024 Blue Demon Holiday Invite,"Dec 13, 2024",60H,8.75,,
Ethan,Criter,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",400H,58.80,,
Ethan,Criter,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",400H,58.48,,
Ethan,Criter,Clark Wood Open 2024,"Apr 26-27, 2024",110H,16.97,(2.2),
Ethan,Criter,Clark Wood Open 2024,"Apr 26-27, 2024",400H,59.47,,
Ethan,Criter,Gibson Invitational,"Apr 18-20, 2024",110H,16.54,(-0.2),
Ethan,Criter,Gibson Invitational,"Apr 18-20, 2024",400H,58.48,,
Ethan,Criter,Marquette Invitational,"Apr 12, 2024",110H,17.24,(1.5),
Ethan,Criter,Golden Grizzly T&F Invite,"Apr  6, 2024",110H,16.47,(3.0),
Ethan,Criter,Golden Grizzly T&F Invite,"Apr  6, 2024",400H,58.75,,
Ethan,Criter,Golden Grizzly T&F Invite,"Apr  6, 2024",4x400,3:17.14,,
Ethan,Criter,Redbird Challenge,"Mar 29-30, 2024",110H,16.67,(0.8),
Ethan,Criter,Redbird Challenge,"Mar 29-30, 2024",110H,16.77,(0.1),
Ethan,Criter,Redbird Challenge,"Mar 29-30, 2024",400H,59.47,,
Ethan,Criter,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",60H,8.91,,
Ethan,Criter,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",60H,8.81,,
Ethan,Criter,PANTHER TUNE-UP,"Feb 17, 2024",60H,8.97,,
Ethan,Criter,Mark Guthrie Legacy Invite,"Feb  3, 2024",400,53.83,,
Ethan,Criter,Mark Guthrie Legacy Invite,"Feb  3, 2024",60H,8.88,,
Ethan,Criter,John Tierney Classic,"Jan 20, 2024",400,54.07,,
Ethan,Criter,John Tierney Classic,"Jan 20, 2024",60H,9.25,,
Ethan,Criter,John Tierney Classic,"Jan 20, 2024",60H,9.04,,
Ethan,Criter,Badgers Midwest Invite,"Jan 13, 2024",300,37.58,,
Ethan,Criter,Badgers Midwest Invite,"Jan 13, 2024",60H,8.97,,
Ethan,Criter,2023 Blue Demon Holiday Invite,"Dec  8, 2023",60H,9.05,,
Ethan,Criter,2023 Blue Demon Holiday Invite,"Dec  8, 2023",4x400,3:34.38,,
Alexander,Maggit,2026 Horizon League Indoor Track & Field Championship,"Feb 28-Mar  1, 2026",LJ,6.78m,,"22' 3"""
Alexander,Maggit,Panther Tune-up,"Feb 21, 2026",LJ,6.70m,,"21' 11.75"""
Alexander,Maggit,2026 Blue Demon Alumni Classic,"Feb 13, 2026",LJ,6.49m,,"21' 3.5"""
Alexander,Maggit,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  7, 2026",LJ,6.23m,,"20' 5.25"""
Alexander,Maggit,Tierney Classic,"Jan 18, 2026",LJ,6.46m,,"21' 2.5"""
Alexander,Maggit,2025 Blue Demon Holiday Invite,"Dec 12, 2025",LJ,6.26m,,"20' 6.5"""
Alexander,Maggit,Horizon League Championship,"May  9-11, 2025",LJ,6.74m,(1.6),"22' 1.5"""
Alexander,Maggit,Badger Challenge,"May  2, 2025",LJ,6.58m,(0.1),"21' 7.25"""
Alexander,Maggit,UW-Whitewater Drake Alternative,"Apr 24, 2025",LJ,6.35m,(0.9),"20' 10"""
Alexander,Maggit,Marquette Invitational,"Apr 10-11, 2025",LJ,6.45m,(-0.2),"21' 2"""
Alexander,Maggit,Ashton May Invitational,"Apr  5, 2025",LJ,6.50m,(3.0),"21' 4"""
Alexander,Maggit,Redbird Challenge,"Mar 28-29, 2025",LJ,6.32m,(3.3),"20' 9"""
Alexander,Maggit,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",LJ,6.45m,,"21' 2"""
Alexander,Maggit,Panther Tune-up,"Feb 22, 2025",LJ,6.70m,,"21' 11.75"""
Alexander,Maggit,John Tierney Classic,"Jan 25, 2025",LJ,6.64m,,"21' 9.5"""
Alexander,Maggit,Badgers Midwest Invite,"Jan 11, 2025",LJ,6.29m,,"20' 7.75"""
Alexander,Maggit,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",LJ,6.92m,(1.5),"22' 8.5"""
Alexander,Maggit,UW-Whitewater Drake Alternative,"Apr 25, 2024",LJ,6.77m,(2.0),"22' 2.5"""
Alexander,Maggit,Gibson Invitational,"Apr 18-20, 2024",LJ,6.61m,(+0.0),"21' 8.25"""
Alexander,Maggit,Marquette Invitational,"Apr 12, 2024",LJ,6.41m,(3.0),"21' 0.5"""
Alexander,Maggit,Redbird Challenge,"Mar 29-30, 2024",LJ,6.37m,,"20' 10.75"""
Alexander,Maggit,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",LJ,6.65m,,"21' 10"""
Alexander,Maggit,PANTHER TUNE-UP,"Feb 17, 2024",60,7.16,,
Alexander,Maggit,PANTHER TUNE-UP,"Feb 17, 2024",60,7.21,,
Alexander,Maggit,PANTHER TUNE-UP,"Feb 17, 2024",LJ,6.72m,,"22' 0.75"""
Alexander,Maggit,Mark Guthrie Legacy Invite,"Feb  3, 2024",LJ,6.70m,,"21' 11.75"""
Alexander,Maggit,Illini Challenge,"Jan 26-27, 2024",LJ,6.42m,,"21' 0.75"""
Alexander,Maggit,John Tierney Classic,"Jan 20, 2024",LJ,6.66m,,"21' 10.25"""
Alexander,Maggit,Illini Open,"Jan  6, 2024",60,7.28,,
Alexander,Maggit,Illini Open,"Jan  6, 2024",LJ,6.25m,,"20' 6.25"""
Alexander,Maggit,2023 Blue Demon Holiday Invite,"Dec  8, 2023",LJ,6.81m,,"22' 4.25"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",110H,14.81,(0.9),
Liam,Richards,Horizon League Championship,"May  9-11, 2025",110H,14.97,(1.7),
Liam,Richards,Horizon League Championship,"May  9-11, 2025",PV,4.41m,,"14' 5.5"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",JT,46.55m,,"152' 9"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",Dec,7038,,
Liam,Richards,Horizon League Championship,"May  9-11, 2025",1500,5:06.44,,
Liam,Richards,Horizon League Championship,"May  9-11, 2025",JT,46.70m,,"153' 2"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",PV,4.20m,,"13' 9.25"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",DT,42.59m,,"139' 9"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",110H,15.36,(0.9),
Liam,Richards,Horizon League Championship,"May  9-11, 2025",400,51.76,,
Liam,Richards,Horizon League Championship,"May  9-11, 2025",HJ,1.88m,,"6' 2"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",SP,12.97m,,"42' 6.75"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",LJ,6.86m,(2.5),"22' 6.25"""
Liam,Richards,Horizon League Championship,"May  9-11, 2025",100,10.82,(1.6),
Liam,Richards,Badger Challenge,"May  2, 2025",SP,12.52m,,"41' 1"""
Liam,Richards,Badger Challenge,"May  2, 2025",DT,36.35m,,"119' 3"""
Liam,Richards,Fighting Illini Twilight,"Apr 26, 2025",110H,15.02,(2.6),
Liam,Richards,Fighting Illini Twilight,"Apr 26, 2025",LJ,6.96m,(3.1),"22' 10"""
Liam,Richards,Fighting Illini Twilight,"Apr 26, 2025",JT,47.66m,,"156' 4"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",Dec,6959,,
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",100,10.93,(-0.1),
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",LJ,6.96m,(0.3),"22' 10"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",SP,12.13m,,"39' 9.75"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",HJ,1.87m,,"6' 1.5"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",400,50.30,,
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",110H,14.75,(0.4),
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",DT,35.99m,,"118' 1"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",PV,4.00m,,"13' 1.5"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",JT,45.95m,,"150' 9"""
Liam,Richards,Duke Invitational,"Apr 10-12, 2025",1500,4:58.66,,
Liam,Richards,Ashton May Invitational,"Apr  5, 2025",DT,37.16m,,"121' 11"""
Liam,Richards,Ashton May Invitational,"Apr  5, 2025",JT,44.27m,,"145' 3"""
Liam,Richards,Redbird Challenge,"Mar 28-29, 2025",400,DNS,,
Liam,Richards,Redbird Challenge,"Mar 28-29, 2025",110H,15.10,(1.9),
Liam,Richards,Redbird Challenge,"Mar 28-29, 2025",110H,DNS,,
Liam,Richards,Redbird Challenge,"Mar 28-29, 2025",LJ,6.50m,(2.8),"21' 4"""
Liam,Richards,Redbird Challenge,"Mar 28-29, 2025",DT,25.63m,,"84' 1"""
Liam,Richards,Redbird Challenge,"Mar 28-29, 2025",JT,45.89m,,"150' 7"""
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",LJ,6.81m,,"22' 4.25"""
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",Hep,5125,,
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60,7.10,,
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",LJ,7.09m,,"23' 3.25"""
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",SP,12.49m,,"40' 11.75"""
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",HJ,1.88m,,"6' 2"""
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",60H,8.42,,
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",PV,4.20m,,"13' 9.25"""
Liam,Richards,2025 Horizon League Indoor Track & Field Championship,"Mar  1- 2, 2025",1000,3:11.13,,
Liam,Richards,Panther Tune-up,"Feb 22, 2025",60H,DNS,,
Liam,Richards,Panther Tune-up,"Feb 22, 2025",PV,4.55m,,"14' 11"""
Liam,Richards,Panther Tune-up,"Feb 22, 2025",LJ,6.94m,,"22' 9.25"""
Liam,Richards,Panther Tune-up,"Feb 22, 2025",SP,12.44m,,"40' 9.75"""
Liam,Richards,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",60H,8.21,,
Liam,Richards,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",60H,8.30,,
Liam,Richards,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",PV,4.10m,,"13' 5.25"""
Liam,Richards,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",LJ,6.84m,,"22' 5.25"""
Liam,Richards,UW-La Crosse Mark Guthrie Legacy Invitational,"Feb  8, 2025",SP,12.09m,,"39' 8"""
Liam,Richards,John Tierney Classic,"Jan 25, 2025",SP,11.89m,,"39' 0.25"""
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",Hep,4269,,
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",1000,3:02.15,,
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",PV,4.30m,,"14' 1.25"""
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",60H,DNF,,
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",HJ,1.90m,,"6' 2.75"""
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",SP,12.34m,,"40' 6"""
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",LJ,6.65m,,"21' 10"""
Liam,Richards,Mastodon Invitational 2025,"Jan 17-18, 2025",60,7.09,,
Liam,Richards,Badgers Midwest Invite,"Jan 11, 2025",60H,8.36,,
Liam,Richards,Badgers Midwest Invite,"Jan 11, 2025",60H,8.39,,
Liam,Richards,Badgers Midwest Invite,"Jan 11, 2025",LJ,6.76m,,"22' 2.25"""
Liam,Richards,Badgers Midwest Invite,"Jan 11, 2025",SP,11.88m,,"38' 11.75"""
Liam,Richards,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",110H,15.42,(1.4),
Liam,Richards,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",LJ,6.67m,(-1.6),"21' 10.75"""
Liam,Richards,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",JT,50.41m,,"165' 5"""
